Integrated_Pathway,Gene,Source_Sub_Pathway
General Cytokine Network,CCL25,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCL26,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCL27,GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCL28,GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCL3,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CCL3L3,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CCL4,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CCL4L2,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCL5,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CCL7,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCL8,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCN4,GOBP_CYTOKINE_PRODUCTION
General Cytokine Network,CCND1,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CCR1,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CCR10,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCR2,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_T_CELL_CYTOKINE_PRODUCTION/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CCR3,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCR4,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCR5,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CCR6,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCR7,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCR8,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCR9,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
General Cytokine Network,CCRL2,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING
General Cytokine Network,CD109,GOMF_CYTOKINE_BINDING
General Cytokine Network,CD14,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
General Cytokine Network,CD160,GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
General Cytokine Network,CD2,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
General Cytokine Network,CD200,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD200R1,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD226,GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
General Cytokine Network,CD24,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CD244,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD27,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CD274,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
General Cytokine Network,CD276,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD28,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD2AP,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD300LF,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_RECEPTOR_BINDING
General Cytokine Network,CD33,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
General Cytokine Network,CD34,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD36,GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_MACROPHAGE_CYTOKINE_PRODUCTION/GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOMF_CYTOKINE_BINDING/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CD38,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CD3E,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD4,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CD40,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CD40LG,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CD44,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_RECEPTOR_ACTIVITY/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CD46,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD47,GOBP_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
General Cytokine Network,CD55,GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION/GOBP_T_CELL_CYTOKINE_PRODUCTION
General Cytokine Network,CD58,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CD6,GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE
General Cytokine Network,CD70,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CD74,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_MACROPHAGE_CYTOKINE_PRODUCTION/GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_BINDING/GOMF_CYTOKINE_RECEPTOR_ACTIVITY
General Cytokine Network,CD80,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CD81,GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION/GOBP_T_CELL_CYTOKINE_PRODUCTION/GOBP_T_HELPER_2_CELL_CYTOKINE_PRODUCTION
General Cytokine Network,CD83,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CD84,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
General Cytokine Network,CD86,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CD96,GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
General Cytokine Network,CDC34,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CDC37,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CDC42,GOBP_RESPONSE_TO_CYTOKINE/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CDC42EP2,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CDC42EP4,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CDH5,GOMF_CYTOKINE_RECEPTOR_BINDING
General Cytokine Network,CDK1,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CDK4,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CDK9,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CDKN1A,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CDKN1B,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CDKN2B,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CEACAM1,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CEACAM20,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CEBPA,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CEBPB,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CEBPD,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CEBPG,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CENPS,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CENPX,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CER1,GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_BINDING
General Cytokine Network,CFL1,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CFLAR,GOMF_CYTOKINE_RECEPTOR_BINDING
General Cytokine Network,CGAS,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CH25H,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CHCHD4,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CHI3L1,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CHIA,GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
General Cytokine Network,CHID1,GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE
General Cytokine Network,CHRD,GOMF_CYTOKINE_BINDING
General Cytokine Network,CHRDL1,GOMF_CYTOKINE_BINDING
General Cytokine Network,CHRDL2,GOMF_CYTOKINE_BINDING
General Cytokine Network,CHRNA7,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
General Cytokine Network,CHUK,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_CYTOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_RESPONSE_TO_CYTOKINE/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CIB1,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CIDEA,GOBP_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION/GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
General Cytokine Network,CIITA,GOBP_RESPONSE_TO_CYTOKINE/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CISH,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CITED1,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CKLF,GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING
General Cytokine Network,CLC,GOBP_CYTOKINE_PRODUCTION/GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE/GOBP_T_CELL_CYTOKINE_PRODUCTION
General Cytokine Network,CLCF1,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CYTOKINE/GOMF_CYTOKINE_ACTIVITY/GOMF_CYTOKINE_RECEPTOR_BINDING/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
General Cytokine Network,CLDN1,GOBP_RESPONSE_TO_CYTOKINE
General Cytokine Network,CLDN18,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS/GOBP_RESPONSE_TO_CYTOKINE
