Integrated_Pathway,Gene,Source_Sub_Pathway
General Apoptosis,NMT1,REACTOME_APOPTOSIS
General Apoptosis,NTRK1,KEGG_APOPTOSIS
General Apoptosis,OCLN,REACTOME_APOPTOSIS
General Apoptosis,OMA1,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,OPA1,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PAK1,HALLMARK_APOPTOSIS
General Apoptosis,PAK2,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PDCD4,HALLMARK_APOPTOSIS
General Apoptosis,PDGFRB,HALLMARK_APOPTOSIS
General Apoptosis,PEA15,HALLMARK_APOPTOSIS
General Apoptosis,PIK3CA,KEGG_APOPTOSIS
General Apoptosis,PIK3CB,KEGG_APOPTOSIS
General Apoptosis,PIK3CD,KEGG_APOPTOSIS
General Apoptosis,PIK3CG,KEGG_APOPTOSIS
General Apoptosis,PIK3R1,KEGG_APOPTOSIS
General Apoptosis,PIK3R2,KEGG_APOPTOSIS
General Apoptosis,PIK3R3,KEGG_APOPTOSIS
General Apoptosis,PIK3R5,KEGG_APOPTOSIS
General Apoptosis,PKP1,REACTOME_APOPTOSIS
General Apoptosis,PLAT,HALLMARK_APOPTOSIS
General Apoptosis,PLCB2,HALLMARK_APOPTOSIS
General Apoptosis,PLEC,REACTOME_APOPTOSIS
General Apoptosis,PLPPR4,HALLMARK_APOPTOSIS
General Apoptosis,PMAIP1,HALLMARK_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,PPP1R13B,REACTOME_APOPTOSIS
General Apoptosis,PPP2R5B,HALLMARK_APOPTOSIS
General Apoptosis,PPP3CA,KEGG_APOPTOSIS
General Apoptosis,PPP3CB,KEGG_APOPTOSIS
General Apoptosis,PPP3CC,KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,PPP3R1,HALLMARK_APOPTOSIS / KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,PPP3R2,KEGG_APOPTOSIS
General Apoptosis,PPT1,HALLMARK_APOPTOSIS
General Apoptosis,PRF1,HALLMARK_APOPTOSIS
General Apoptosis,PRKACA,KEGG_APOPTOSIS
General Apoptosis,PRKACB,KEGG_APOPTOSIS
General Apoptosis,PRKACG,KEGG_APOPTOSIS
General Apoptosis,PRKAR1A,KEGG_APOPTOSIS
General Apoptosis,PRKAR1B,KEGG_APOPTOSIS
General Apoptosis,PRKAR2A,KEGG_APOPTOSIS
General Apoptosis,PRKAR2B,KEGG_APOPTOSIS
General Apoptosis,PRKCD,REACTOME_APOPTOSIS
General Apoptosis,PRKCQ,REACTOME_APOPTOSIS
General Apoptosis,PRKX,KEGG_APOPTOSIS
General Apoptosis,PSEN1,HALLMARK_APOPTOSIS
General Apoptosis,PSEN2,HALLMARK_APOPTOSIS
General Apoptosis,PSMA1,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMA2,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMA3,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMA4,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMA5,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMA6,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMA7,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMA8,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB1,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB10,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB11,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB2,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB3,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB4,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB5,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB6,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB7,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB8,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMB9,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMC1,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMC2,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMC3,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMC4,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMC5,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMC6,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD1,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD10,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD11,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD12,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD13,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD14,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD2,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD3,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD4,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD5,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD6,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD7,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD8,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMD9,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSME1,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSME2,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSME3,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSME4,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PSMF1,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,PTK2,HALLMARK_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,RARA,HALLMARK_APOPTOSIS
General Apoptosis,RELA,HALLMARK_APOPTOSIS / KEGG_APOPTOSIS
General Apoptosis,RETSAT,HALLMARK_APOPTOSIS
General Apoptosis,RHOB,HALLMARK_APOPTOSIS
General Apoptosis,RHOT2,HALLMARK_APOPTOSIS
General Apoptosis,RIPK1,KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,RNASEL,HALLMARK_APOPTOSIS
General Apoptosis,RNF213,REACTOME_SUPPRESSION_OF_APOPTOSIS
General Apoptosis,ROCK1,HALLMARK_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,RPS27A,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,SAT1,HALLMARK_APOPTOSIS
General Apoptosis,SATB1,HALLMARK_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,SC5D,HALLMARK_APOPTOSIS
General Apoptosis,SEM1,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,SEPTIN4,REACTOME_APOPTOSIS
General Apoptosis,SFN,REACTOME_APOPTOSIS
General Apoptosis,SFPQ,REACTOME_SUPPRESSION_OF_APOPTOSIS
General Apoptosis,SLC20A1,HALLMARK_APOPTOSIS
General Apoptosis,SMAD7,HALLMARK_APOPTOSIS
General Apoptosis,SOD1,HALLMARK_APOPTOSIS
General Apoptosis,SOD2,HALLMARK_APOPTOSIS
General Apoptosis,SPTAN1,HALLMARK_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,SQSTM1,HALLMARK_APOPTOSIS
General Apoptosis,STAT3,REACTOME_APOPTOSIS
General Apoptosis,STK24,REACTOME_APOPTOSIS
General Apoptosis,STK26,REACTOME_APOPTOSIS
General Apoptosis,TAP1,HALLMARK_APOPTOSIS
General Apoptosis,TFDP1,REACTOME_APOPTOSIS
General Apoptosis,TFDP2,REACTOME_APOPTOSIS
General Apoptosis,TGFB2,HALLMARK_APOPTOSIS
General Apoptosis,TGFBR3,HALLMARK_APOPTOSIS
General Apoptosis,TICAM1,REACTOME_APOPTOSIS
General Apoptosis,TICAM2,REACTOME_APOPTOSIS
General Apoptosis,TIMP1,HALLMARK_APOPTOSIS
General Apoptosis,TIMP2,HALLMARK_APOPTOSIS
General Apoptosis,TIMP3,HALLMARK_APOPTOSIS
General Apoptosis,TJP1,REACTOME_APOPTOSIS
General Apoptosis,TJP2,REACTOME_APOPTOSIS
General Apoptosis,TLR4,REACTOME_APOPTOSIS
General Apoptosis,TNF,HALLMARK_APOPTOSIS / KEGG_APOPTOSIS
General Apoptosis,TNFRSF10A,KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,TNFRSF10B,KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,TNFRSF10C,KEGG_APOPTOSIS
General Apoptosis,TNFRSF10D,KEGG_APOPTOSIS
General Apoptosis,TNFRSF12A,HALLMARK_APOPTOSIS
General Apoptosis,TNFRSF1A,KEGG_APOPTOSIS
General Apoptosis,TNFSF10,HALLMARK_APOPTOSIS / KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,TOP2A,HALLMARK_APOPTOSIS
General Apoptosis,TP53,KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,TP53BP2,REACTOME_APOPTOSIS
General Apoptosis,TP63,REACTOME_APOPTOSIS
General Apoptosis,TP73,REACTOME_APOPTOSIS
General Apoptosis,TRADD,KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,TRAF2,KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,TRIM27,REACTOME_SUPPRESSION_OF_APOPTOSIS
General Apoptosis,TSPO,HALLMARK_APOPTOSIS
General Apoptosis,TXNIP,HALLMARK_APOPTOSIS
General Apoptosis,UACA,REACTOME_APOPTOSIS
General Apoptosis,UBA52,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,UBB,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,UBC,REACTOME_APOPTOSIS / REACTOME_REGULATION_OF_APOPTOSIS
General Apoptosis,UNC5A,REACTOME_APOPTOSIS
General Apoptosis,UNC5B,REACTOME_APOPTOSIS
General Apoptosis,VDAC2,HALLMARK_APOPTOSIS
General Apoptosis,VIM,REACTOME_APOPTOSIS
General Apoptosis,WEE1,HALLMARK_APOPTOSIS
General Apoptosis,XIAP,HALLMARK_APOPTOSIS / KEGG_APOPTOSIS / REACTOME_APOPTOSIS
General Apoptosis,YWHAB,REACTOME_APOPTOSIS
General Apoptosis,YWHAE,REACTOME_APOPTOSIS
General Apoptosis,YWHAG,REACTOME_APOPTOSIS
General Apoptosis,YWHAH,REACTOME_APOPTOSIS
General Apoptosis,YWHAQ,REACTOME_APOPTOSIS
General Apoptosis,YWHAZ,REACTOME_APOPTOSIS
Intrinsic Apoptosis,ABL1,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,ACKR3,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,AEN,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,AKT1,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,AKT2,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,AKT3,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,APAF1,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,APIP,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,APP,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,ARMC10,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,ATAD5,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,ATF2,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA
Intrinsic Apoptosis,ATM,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,AVEN,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BAD,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BAG6,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,BAK1,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BAX,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BBC3,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BCL2,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR / REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BCL2A1,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,BCL2L1,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BCL2L10,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,BCL2L11,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS / REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BCL2L2,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,BCL3,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,BDKRB2,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,BID,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BMF,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,BNIP3,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA
Intrinsic Apoptosis,BOK,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,BRCA1,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,BRCA2,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,C1QBP,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS / REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CAPN1,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CAPN2,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CAPNS1,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CAPNS2,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CARD8,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CASP2,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,CASP3,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CASP6,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,CASP7,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CASP8,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CASP9,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CAST,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CCAR2,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE
Intrinsic Apoptosis,CD44,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,CD74,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
Intrinsic Apoptosis,CDC25A,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CDC25B,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CDC25C,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
Intrinsic Apoptosis,CDIP1,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE / GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR
